Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2018-03-27,68.0,68.26,66.09,66.48,1148207.0,0.0,1.0,68.0,68.26,66.09,66.48,1148207.0
2018-03-26,67.34,67.96,66.68,67.72,1088483.0,0.0,1.0,67.34,67.96,66.68,67.72,1088483.0
2018-03-23,66.97,68.17,66.33,66.46,1399187.0,0.0,1.0,66.97,68.17,66.33,66.46,1399187.0
2018-03-22,67.71,68.185,66.29,66.35,1672687.0,0.0,1.0,67.71,68.185,66.29,66.35,1672687.0
2018-03-21,65.89,69.19,65.49,68.88,2621098.0,0.0,1.0,65.89,69.19,65.49,68.88,2621098.0
2018-03-20,65.1,65.96,64.97,65.31,1203014.0,0.0,1.0,65.1,65.96,64.97,65.31,1203014.0
2018-03-19,64.58,64.89,63.82,64.68,1463450.0,0.0,1.0,64.58,64.89,63.82,64.68,1463450.0
2018-03-16,62.65,64.67,62.38,64.56,4450022.0,0.0,1.0,62.65,64.67,62.38,64.56,4450022.0
2018-03-15,64.69,65.05,62.33,62.64,1640680.0,0.0,1.0,64.69,65.05,62.33,62.64,1640680.0
2018-03-14,65.05,65.18,64.23,64.61,1091875.0,0.0,1.0,65.05,65.18,64.23,64.61,1091875.0
2018-03-13,66.11,66.29,64.26,64.63,1583143.0,0.0,1.0,66.11,66.29,64.26,64.63,1583143.0
2018-03-12,66.59,67.0,65.42,65.81,1367813.0,0.0,1.0,66.59,67.0,65.42,65.81,1367813.0
2018-03-09,66.49,68.06,66.0154,66.89,2017273.0,0.0,1.0,66.49,68.06,66.0154,66.89,2017273.0
2018-03-08,65.25,65.31,63.82,65.02,1424955.0,0.0,1.0,65.25,65.31,63.82,65.02,1424955.0
2018-03-07,65.69,66.59,64.37,65.12,1755567.0,0.0,1.0,65.69,66.59,64.37,65.12,1755567.0
2018-03-06,67.07,67.26,65.22,66.56,1196717.0,0.0,1.0,67.07,67.26,65.22,66.56,1196717.0
2018-03-05,66.08,67.3,65.505,66.61,1638916.0,0.0,1.0,66.08,67.3,65.505,66.61,1638916.0
2018-03-02,64.5,67.04,63.4442,66.79,1213026.0,0.0,1.0,64.5,67.04,63.4442,66.79,1213026.0
2018-03-01,64.43,65.81,64.15,65.18,1186183.0,0.0,1.0,64.43,65.81,64.15,65.18,1186183.0
2018-02-28,66.85,66.99,64.54,64.55,1311836.0,0.0,1.0,66.85,66.99,64.54,64.55,1311836.0
2018-02-27,67.27,68.35,66.39,66.53,1712953.0,0.0,1.0,67.27,68.35,66.39,66.53,1712953.0
