,Open,High,Low,Close,Volume
2018-04-04,144.25,148.16,144.05,146.7,2486274
2018-04-05,147.73,147.95,146.28,146.51,1022256
2018-04-06,145.13,147.16,143.06,144.05,1083572
2018-04-09,145.11,148.8,145.01,146.63,1211269
2018-04-10,148.66,149.45,146.76,149.05,872775
2018-04-11,147.95,149.45,147.35,148.25,1075480
2018-04-12,149.25,150.65,148.89,149.3,930226
2018-04-13,150.42,150.69,146.83,147.61,946852
2018-04-16,149.01,150.25,148.48,149.18,890078
2018-04-17,150.28,150.9,149.83,150.12,470788
2018-04-18,150.52,151.24,149.64,150.43,610453
2018-04-19,150.18,150.83,149.79,150.0,503521
2018-04-20,150.13,150.57,148.63,149.59,539236
2018-04-23,150.07,150.63,149.35,150.0,524144
2018-04-24,150.48,151.41,147.16,147.69,533347
2018-04-25,147.83,149.35,146.45,149.21,717810
2018-04-26,149.92,150.26,147.52,149.6,489517
2018-04-27,149.54,150.72,148.59,150.2,551537
2018-04-30,150.47,153.09,149.72,149.83,874379
2018-05-01,149.63,151.33,149.31,150.66,563379
2018-05-02,150.32,152.39,150.08,150.44,1094353
2018-05-03,146.01,149.48,144.02,149.2,1318800
2018-05-04,148.2,152.63,147.43,152.13,598318
2018-05-07,152.8,155.79,151.65,154.92,606892
2018-05-08,153.66,155.64,153.51,155.31,696716
2018-05-09,155.64,157.09,155.11,156.63,436195
2018-05-10,157.46,159.96,156.01,159.85,520811
2018-05-11,160.0,161.45,159.67,160.97,706408
2018-05-14,161.0,162.29,159.22,160.54,864004
2018-05-15,159.29,160.57,158.04,158.71,583690
2018-05-16,158.6,159.75,157.94,158.32,401004
2018-05-17,158.22,158.22,156.01,156.76,410518
2018-05-18,156.72,157.42,155.68,156.2,843630
2018-05-21,156.82,158.33,156.82,157.99,505387
2018-05-22,158.26,158.68,156.5,156.53,477831
2018-05-23,155.97,158.36,155.88,158.36,432607
2018-05-24,158.11,159.35,157.26,159.13,432830
2018-05-25,159.04,159.94,158.53,159.34,376118
2018-05-29,159.73,159.93,157.32,158.88,928737
2018-05-30,159.76,162.28,159.155,161.99,428016
2018-05-31,162.04,164.11,161.31,162.57,939192
2018-06-01,162.58,164.39,162.12,163.4,702003
2018-06-04,164.29,164.3,162.62,163.48,384069
2018-06-05,163.6,165.12,163.07,163.71,562029
