Date,High,Low,Open,Close,Volume,Adj Close
2010-12-17,138.24000549316406,132.6300048828125,135.00999450683594,136.00999450683594,17748367,136.00999450683594
2010-12-20,136.99000549316406,133.33999633789062,136.75,135.60000610351562,2089382,135.60000610351562
2010-12-21,136.99000549316406,133.92999267578125,136.05999755859375,136.63999938964844,1726691,136.63999938964844
2010-12-22,137.0,134.8300018310547,136.75999450683594,136.1699981689453,1374050,136.1699981689453
2010-12-23,136.25,134.60000610351562,136.08999633789062,135.60000610351562,812286,135.60000610351562
2010-12-27,135.69769287109375,133.02000427246094,135.25999450683594,134.89999389648438,801790,134.89999389648438
2010-12-28,135.6300048828125,133.0500030517578,135.0800018310547,133.3800048828125,1194194,133.3800048828125
2010-12-29,134.64999389648438,132.02000427246094,133.6300048828125,133.67999267578125,822732,133.67999267578125
2010-12-30,133.8000030517578,132.25,133.3800048828125,132.41000366210938,856913,132.41000366210938
2010-12-31,132.44000244140625,129.13999938964844,132.35000610351562,130.16000366210938,1017331,130.16000366210938
2011-01-03,137.69000244140625,132.77000427246094,133.02000427246094,134.3300018310547,2307918,134.3300018310547
2011-01-04,135.9600067138672,131.58999633789062,135.19000244140625,132.07000732421875,1442264,132.07000732421875
2011-01-05,137.3000030517578,131.8000030517578,131.8000030517578,137.2899932861328,2300103,137.2899932861328
2011-01-06,139.1999969482422,135.7550048828125,137.88999938964844,138.07000732421875,1995989,138.07000732421875
2011-01-07,139.0,135.5,138.14999389648438,138.35000610351562,1305158,138.35000610351562
2011-01-10,143.5500030517578,138.07000732421875,138.1699981689453,142.69000244140625,2105388,142.69000244140625
2011-01-11,144.10000610351562,141.10000610351562,144.0,142.64999389648438,1766496,142.64999389648438
2011-01-12,143.85000610351562,141.6199951171875,143.85000610351562,142.61000061035156,1226883,142.61000061035156
2011-01-13,145.75999450683594,141.3699951171875,142.0800018310547,143.9499969482422,1776670,143.9499969482422
2011-01-14,145.0,141.4499969482422,144.47000122070312,144.1699981689453,1771896,144.1699981689453
2011-01-18,145.72999572753906,139.77000427246094,144.4199981689453,141.77999877929688,2876698,141.77999877929688
2011-01-19,143.60000610351562,135.60000610351562,141.88999938964844,138.77999877929688,7365082,138.77999877929688
2011-01-20,114.75,106.0999984741211,111.3499984741211,109.1500015258789,23329466,109.1500015258789
2011-01-21,113.81900024414062,109.66000366210938,111.72000122070312,109.97000122070312,9443620,109.97000122070312
2011-01-24,110.45999908447266,104.80000305175781,108.86000061035156,106.55999755859375,7223617,106.55999755859375
2011-01-25,107.94999694824219,102.66000366210938,104.75,107.52999877929688,5678115,107.52999877929688
2011-01-26,110.0,107.05999755859375,108.79000091552734,108.80999755859375,4003887,108.80999755859375
2011-01-27,112.5,109.48999786376953,109.58999633789062,110.94000244140625,3289990,110.94000244140625
2011-01-28,113.18000030517578,107.80000305175781,112.5,109.58000183105469,4307765,109.58000183105469
