Date,High,Low,Open,Close,Volume,Adj Close
1990-01-02,4.75,4.6875,4.71875,4.71875,14800.0,2.721289873123169
1990-01-03,4.75,4.6875,4.6875,4.6875,33200.0,2.7032670974731445
1990-01-04,4.78125,4.71875,4.75,4.75,21600.0,2.739312171936035
1990-01-05,4.84375,4.78125,4.8125,4.8125,110800.0,2.7753560543060303
1990-01-08,4.8125,4.75,4.8125,4.8125,27600.0,2.7753560543060303
1990-01-09,4.84375,4.84375,4.84375,4.84375,5200.0,2.7933781147003174
1990-01-10,4.8125,4.78125,4.78125,4.78125,10400.0,2.7573330402374268
1990-01-11,4.8125,4.6875,4.6875,4.6875,72800.0,2.7032670974731445
1990-01-12,4.6875,4.6875,4.6875,4.6875,400.0,2.7032670974731445
1990-01-15,4.65625,4.59375,4.625,4.625,14000.0,2.667224884033203
1990-01-16,4.59375,4.5625,4.5625,4.5625,10400.0,2.6311817169189453
1990-01-17,4.5625,4.53125,4.53125,4.53125,8800.0,2.6131603717803955
1990-01-18,4.53125,4.5,4.5,4.5,50400.0,2.609534978866577
1990-01-19,4.53125,4.5,4.5,4.5,16000.0,2.609534978866577
1990-01-22,4.5625,4.5,4.5,4.5,21200.0,2.609534978866577
1990-01-23,4.625,4.5,4.625,4.625,38800.0,2.6820201873779297
1990-01-24,4.65625,4.59375,4.625,4.625,74800.0,2.6820201873779297
1990-01-25,4.65625,4.625,4.625,4.625,130400.0,2.6820201873779297
1990-01-26,4.59375,4.5625,4.5625,4.5625,184800.0,2.6457791328430176
1990-01-29,4.5625,4.53125,4.53125,4.53125,124000.0,2.627656936645508
1990-01-30,4.5625,4.5,4.5,4.5,167200.0,2.609534978866577
1990-01-31,4.5,4.46875,4.46875,4.46875,74000.0,2.5914127826690674
1990-02-01,4.5,4.46875,4.5,4.5,83200.0,2.609534978866577
1990-02-02,4.6875,4.5,4.6875,4.6875,91600.0,2.7182650566101074
1990-02-05,4.65625,4.625,4.65625,4.65625,2800.0,2.700143575668335
1990-02-06,4.6875,4.625,4.625,4.625,10400.0,2.6820201873779297
1990-02-07,4.6875,4.625,4.65625,4.65625,13200.0,2.700143575668335
1990-02-08,4.6875,4.625,4.625,4.625,4400.0,2.6820201873779297
