,Long,Short
2003-06-26,-0.00041174380802382337,0.01967530753828157
2003-06-27,-2.196457959972031e-05,0.00956314421926544
2003-06-30,0.01562689910037344,-0.009576601470572576
2003-07-01,0.01769016289751372,-0.011464126364159976
2003-07-02,0.004404238438255203,0.0025017126475712637
2003-07-03,0.012885272237349121,-0.01160443706905776
2003-07-07,0.013268412222931203,0.002235191974791317
2003-07-08,0.0030940590223992983,0.00457812034774896
2003-07-09,0.0005541184471936411,0.016118949720026376
2003-07-10,0.011573107930572646,-0.005311633163846152
2003-07-11,0.006960587963066889,0.009998360164128962
2003-07-14,0.0011021209444989188,0.022615935906681695
2003-07-15,0.006079257529881077,0.016894338073142823
2003-07-16,-0.004867010762325152,-0.02009331254023857
2003-07-17,0.010459382949078722,0.0003782553216353568
2003-07-18,-0.004254317359327941,0.03456872767323815
2003-07-21,0.012697929769842364,-0.006654407445993604
2003-07-22,-0.0037127244782022783,-0.0003270044459478871
2003-07-23,0.0068852734969784835,0.021734899298151665
2003-07-24,0.008358834333998245,-0.025245501732141528
2003-07-25,0.0050152923316331924,0.0023760825331283096
2003-07-28,0.0001562719304403437,0.010022351958178155
2003-07-29,0.00832356768108733,0.012504771164800654
2003-07-30,-0.021026111875522002,0.011368532537208787
2003-07-31,-0.006885894564880623,-0.00015376789495512576
2003-08-01,0.0019401142416643259,0.009959922897739126
2003-08-04,-0.014197777277973634,0.012140776820775046
2003-08-05,0.015916325736829016,0.004854893210609434
2003-08-06,0.006444395400513658,-0.003856137571298912
2003-08-07,0.0016034637670780615,0.0017522288604242876
2003-08-08,0.007225804901770194,-0.016867650854005233
2003-08-11,0.006012347840283472,-0.011016742480250651
2003-08-12,0.000350286415704093,0.011907682561653022
2003-08-13,0.008974610092776591,-0.0016594115306040602
2003-08-14,0.011910234793843521,0.00615069476078004
2003-08-15,0.01591322366352992,0.0011871502106776787
2003-08-18,0.011613841826803362,-0.0021541045077291933
2003-08-19,0.011529738570284897,-0.012067848972447826
2003-08-20,0.0017373963967403539,0.0025530200194743948
2003-08-21,-0.009145926332683917,0.02304095691251736
2003-08-22,0.000589532987769692,0.007228924155032313
2003-08-25,0.009527792413888925,0.000871251262815953
2003-08-26,0.012860892012541226,-0.0031416233936521266
2003-08-27,0.010060744117000031,-0.006218462529268176
2003-08-28,0.013191400659302844,0.0036513006675968017
2003-08-29,0.025341097081687303,-0.008229677084900865
2003-09-02,0.01086064670211192,0.008541371879331239
2003-09-03,0.014386781518716817,-0.0033930333187736526
2003-09-04,0.0005814680439784281,0.001396353874028422
2003-09-05,0.010687422049544325,-0.002415391765023411
2003-09-08,-0.0048171804142393086,0.02258966937742285
2003-09-09,-0.012402507913025962,0.009948889252778158
2003-09-10,0.005170559888237491,-0.003320769988359051
2003-09-11,0.010378016287508163,-0.01707611600801897
2003-09-12,0.002146384438149984,0.007369528577147189
2003-09-15,0.013557016222036044,-0.016486287913869448
2003-09-16,0.012051386667112241,-0.0049423735768381214
2003-09-17,0.01644637895611384,-0.010156389894001772
2003-09-18,0.012965966042872035,0.005322459295525694
2003-09-19,0.0018177927732661915,-0.002669049186141004
2003-09-22,0.0035894615117327056,-0.001860913385268681
2003-09-23,-0.005821547287486184,0.02024904792732648
2003-09-24,-0.004493873517553803,0.023907796105154512
2003-09-25,0.007153198195574306,0.014274907207408904
2003-09-26,0.02996314764358483,-0.0027584072621405055
2003-09-29,-0.005488259072245749,-0.006242532417655389
2003-09-30,0.01493813125710992,-0.020999411193578576
2003-10-01,0.00939561800345784,0.005466256837255812
2003-10-02,0.0033237715723787088,0.005482554410462126
2003-10-03,0.007309249863440015,0.0018230448397993037
2003-10-06,0.005828985035445489,-0.015022150353616492
2003-10-07,0.0012689052299606264,0.009411103731042402
2003-10-08,-0.0034664211031574577,-0.0016045973900146392
2003-10-09,-0.007965915418012148,0.002523594135336593
2003-10-10,0.0041003619546694185,-0.010070310558771823
2003-10-13,0.002647273264467087,-0.0035552282930722103
2003-10-14,-0.0031277811178297755,0.01426327967395632
2003-10-15,0.0096383036833099,-0.003350723565301672
2003-10-16,0.0021522151430764303,0.014668537993060404
2003-10-17,0.0025219036711583544,-0.006139668922027974
2003-10-20,0.008738383685057981,0.0021150149981062905
2003-10-21,-0.0076756442256301185,0.0194750487030105
2003-10-22,0.005983854786921905,-0.006810411794422089
2003-10-23,0.002396996353301206,-0.006302713561983908
2003-10-24,0.01032092019162223,-0.0050375454408387865
2003-10-27,0.011492524966547114,-0.022590780463479232
2003-10-28,0.007084932268800137,-0.014681995844828854
2003-10-29,0.0011515080236080611,0.0036233786596359006
2003-10-30,-0.0023910065134356783,0.002245691143320505
2003-10-31,0.024197387205647236,0.0005120642913770901
2003-11-03,0.0016549267365092435,-0.0055341133374078085
2003-11-04,0.0004860830138394445,-0.0053525507523522475
2003-11-05,0.018141434359944086,-0.008681191602461957
2003-11-06,0.002707042802900239,-0.005212442802550066
2003-11-07,-0.0055349799433491945,0.013728339209564044
2003-11-10,0.015097493776628413,0.01594521064887191
2003-11-11,0.011103902289375456,0.001409343039160882
2003-11-12,0.003348407118660468,-0.009894525056122339
2003-11-13,-0.004118383441034134,0.011946068208362592
2003-11-14,0.008531828409188692,-0.0002689857188195588
2003-11-17,-0.004056785299518062,0.017887541880545987
2003-11-18,0.0028166346618142433,0.011394553826949405
2003-11-19,0.0008659510427198702,0.012653710277209306
2003-11-20,-0.0062141876574876576,0.001130902645768861
2003-11-21,0.015797872591756957,-0.0022700854861215534
2003-11-24,0.014460712234932305,-0.0017807836438849312
2003-11-25,0.007323689412747425,0.007283057635448842
2003-11-26,0.0057443052986472344,-0.006462386344688464
2003-11-28,0.012363754112921222,-0.006590868872028777
2003-12-01,0.0002953637743685289,0.011046794471332643
2003-12-02,-0.003827244634309057,0.006852990323626995
2003-12-03,0.0035431442320757013,-0.00419215890902952
2003-12-04,-0.003229263316525377,0.012277225403607461
2003-12-05,0.014408055169214506,-0.019604120331223072
2003-12-08,0.0021063074696270334,0.01534075864672937
2003-12-09,0.004181632160092252,0.01063308090783226
2003-12-10,0.01495660967407031,-0.015785889340936332
2003-12-11,0.005333248006668079,0.00968445886059941
2003-12-12,0.0016095380637484724,0.040049464149991734
2003-12-15,0.009805773261918848,0.004621014940412949
2003-12-16,0.005912822231632564,-0.006999181131428311
2003-12-17,0.007173792110464161,-0.009416666360812943
2003-12-18,-0.0024204815316841042,-0.002175077287749316
2003-12-19,0.009694289819665247,-0.012708149249270394
2003-12-22,0.005571820775109348,0.0032376781710172554
2003-12-23,-0.0005557121727554515,0.011464638752249512
2003-12-24,0.007443113999106354,-0.0023828677633867977
2003-12-26,0.018206098015252505,-0.006265230282758205
2003-12-29,0.007470799947733952,0.00976462143952631
2003-12-30,0.004177297309160966,0.005181117320659123
